profile,buurt_code,buren,value,n_sample
1,BU00343702,BU00343702,27.39,1121
2,BU00343702,BU00343702,12.72,1121
3,BU00343702,BU00343702,22.4,1121
4,BU00343702,BU00343702,28.95,1121
5,BU00343702,BU00343702,8.54,1121
1,BU00343801,BU00343801,26.92,2072
2,BU00343801,BU00343801,12.7,2072
3,BU00343801,BU00343801,23.03,2072
4,BU00343801,BU00343801,28.91,2072
5,BU00343801,BU00343801,8.44,2072
1,BU00343802,BU00343802,27.61,2406
2,BU00343802,BU00343802,12.04,2406
3,BU00343802,BU00343802,23.26,2406
4,BU00343802,BU00343802,29.59,2406
5,BU00343802,BU00343802,7.5,2406
1,BU00343901,BU00343901,26.41,551
2,BU00343901,BU00343901,12.31,551
3,BU00343901,BU00343901,23.07,551
4,BU00343901,BU00343901,29.96,551
5,BU00343901,BU00343901,8.25,551
1,BU00343902,BU00343902,26.63,2327
2,BU00343902,BU00343902,12.31,2327
3,BU00343902,BU00343902,23.15,2327
4,BU00343902,BU00343902,30.1,2327
5,BU00343902,BU00343902,7.81,2327
1,BU00344001,BU00344001,27.87,969
2,BU00344001,BU00344001,12.32,969
3,BU00344001,BU00344001,23.02,969
4,BU00344001,BU00344001,29.33,969
5,BU00344001,BU00344001,7.46,969
1,BU00344002,BU00344002,27.39,509
2,BU00344002,BU00344002,12.9,509
3,BU00344002,BU00344002,23.14,509
4,BU00344002,BU00344002,28.73,509
5,BU00344002,BU00344002,7.84,509
1,BU00344003,BU00344003,27.21,702
2,BU00344003,BU00344003,12.01,702
3,BU00344003,BU00344003,22.22,702
4,BU00344003,BU00344003,30.11,702
5,BU00344003,BU00344003,8.45,702
1,BU00344101,BU00344101,26.69,1916
2,BU00344101,BU00344101,12.02,1916
3,BU00344101,BU00344101,23.06,1916
4,BU00344101,BU00344101,30.17,1916
5,BU00344101,BU00344101,8.06,1916
1,BU00344102,BU00344102,27.05,1389
2,BU00344102,BU00344102,12.85,1389
3,BU00344102,BU00344102,23.25,1389
4,BU00344102,BU00344102,28.89,1389
5,BU00344102,BU00344102,7.96,1389
1,BU00344201,BU00344201,27.5,2093
2,BU00344201,BU00344201,12.44,2093
3,BU00344201,BU00344201,23.36,2093
4,BU00344201,BU00344201,29.22,2093
5,BU00344201,BU00344201,7.48,2093
1,BU00344202,BU00344202,26.92,491
2,BU00344202,BU00344202,12.18,491
3,BU00344202,BU00344202,22.38,491
4,BU00344202,BU00344202,30.2,491
5,BU00344202,BU00344202,8.32,491
1,BU00344203,BU00344203,27.77,2460
2,BU00344203,BU00344203,13.15,2460
3,BU00344203,BU00344203,22.29,2460
4,BU00344203,BU00344203,28.71,2460
5,BU00344203,BU00344203,8.08,2460
1,BU00344204,BU00344204,27.32,2297
2,BU00344204,BU00344204,12.93,2297
3,BU00344204,BU00344204,23.22,2297
4,BU00344204,BU00344204,28.25,2297
5,BU00344204,BU00344204,8.28,2297
1,BU00344301,BU00344301,27.29,1268
2,BU00344301,BU00344301,11.85,1268
3,BU00344301,BU00344301,23.2,1268
4,BU00344301,BU00344301,29.69,1268
5,BU00344301,BU00344301,7.97,1268
1,BU00344302,BU00344302,27.63,2212
2,BU00344302,BU00344302,11.66,2212
3,BU00344302,BU00344302,22.82,2212
4,BU00344302,BU00344302,30.54,2212
5,BU00344302,BU00344302,7.35,2212
1,BU00344303,BU00344303,27.04,1334
2,BU00344303,BU00344303,12.97,1334
3,BU00344303,BU00344303,22.37,1334
4,BU00344303,BU00344303,29.64,1334
5,BU00344303,BU00344303,7.98,1334
1,BU00344304,BU00344304,27.04,802
2,BU00344304,BU00344304,12.86,802
3,BU00344304,BU00344304,23.92,802
4,BU00344304,BU00344304,28.36,802
5,BU00344304,BU00344304,7.82,802
1,BU00344401,BU00344401,27.31,1982
2,BU00344401,BU00344401,11.98,1982
3,BU00344401,BU00344401,23.37,1982
4,BU00344401,BU00344401,28.93,1982
5,BU00344401,BU00344401,8.41,1982
1,BU00344402,BU00344402,26.74,399
2,BU00344402,BU00344402,11.5,399
3,BU00344402,BU00344402,23.33,399
4,BU00344402,BU00344402,29.85,399
5,BU00344402,BU00344402,8.58,399
1,BU00344403,BU00344403,28,297
2,BU00344403,BU00344403,12.95,297
3,BU00344403,BU00344403,22.25,297
4,BU00344403,BU00344403,29.13,297
5,BU00344403,BU00344403,7.67,297
1,BU00344501,BU00344501,26.39,260
2,BU00344501,BU00344501,12.59,260
3,BU00344501,BU00344501,23.02,260
4,BU00344501,BU00344501,29.7,260
5,BU00344501,BU00344501,8.3,260
1,BU00344502,BU00344502,26.59,353
2,BU00344502,BU00344502,11.57,353
3,BU00344502,BU00344502,23.69,353
4,BU00344502,BU00344502,29.89,353
5,BU00344502,BU00344502,8.26,353
1,BU00344503,BU00344503,27.04,1987
2,BU00344503,BU00344503,12.33,1987
3,BU00344503,BU00344503,23.32,1987
4,BU00344503,BU00344503,29.89,1987
5,BU00344503,BU00344503,7.42,1987
1,BU00344504,BU00344504,27.7,2256
2,BU00344504,BU00344504,13.31,2256
3,BU00344504,BU00344504,22.15,2256
4,BU00344504,BU00344504,29.05,2256
5,BU00344504,BU00344504,7.79,2256
1,BU00344505,BU00344505,28.22,1009
2,BU00344505,BU00344505,12.08,1009
3,BU00344505,BU00344505,23.01,1009
4,BU00344505,BU00344505,29.24,1009
5,BU00344505,BU00344505,7.45,1009
1,BU00344601,BU00344601,27.82,1730
2,BU00344601,BU00344601,12.13,1730
3,BU00344601,BU00344601,22.99,1730
4,BU00344601,BU00344601,29.57,1730
5,BU00344601,BU00344601,7.49,1730
1,BU00344602,BU00344602,27.34,1134
2,BU00344602,BU00344602,12.56,1134
3,BU00344602,BU00344602,22.75,1134
4,BU00344602,BU00344602,28.7,1134
5,BU00344602,BU00344602,8.65,1134
1,BU00344603,BU00344603,25.94,422
2,BU00344603,BU00344603,12.73,422
3,BU00344603,BU00344603,23.18,422
4,BU00344603,BU00344603,29.57,422
5,BU00344603,BU00344603,8.58,422
1,BU00344701,BU00344701,27.7,358
2,BU00344701,BU00344701,12.86,358
3,BU00344701,BU00344701,22.3,358
4,BU00344701,BU00344701,29.7,358
5,BU00344701,BU00344701,7.44,358
1,BU00344702,BU00344702,27.7,1743
2,BU00344702,BU00344702,12.66,1743
3,BU00344702,BU00344702,23.53,1743
4,BU00344702,BU00344702,28.85,1743
5,BU00344702,BU00344702,7.26,1743
1,BU00344703,BU00344703,26.9,1858
2,BU00344703,BU00344703,13.03,1858
3,BU00344703,BU00344703,23.22,1858
4,BU00344703,BU00344703,29.52,1858
5,BU00344703,BU00344703,7.33,1858
1,BU00344704,BU00344704,26.4,1698
2,BU00344704,BU00344704,12.84,1698
3,BU00344704,BU00344704,23.38,1698
4,BU00344704,BU00344704,29.13,1698
5,BU00344704,BU00344704,8.25,1698
1,BU00344802,BU00344802,28.18,2115
2,BU00344802,BU00344802,12.43,2115
3,BU00344802,BU00344802,23.05,2115
4,BU00344802,BU00344802,28.27,2115
5,BU00344802,BU00344802,8.07,2115
1,BU00344803,BU00344803,27.06,2427
2,BU00344803,BU00344803,12.39,2427
3,BU00344803,BU00344803,22.59,2427
4,BU00344803,BU00344803,29.43,2427
5,BU00344803,BU00344803,8.53,2427
1,BU00344804,BU00344804,27.78,2259
2,BU00344804,BU00344804,11.8,2259
3,BU00344804,BU00344804,23.94,2259
4,BU00344804,BU00344804,28.58,2259
5,BU00344804,BU00344804,7.9,2259
1,BU00344901,BU00344901,26.8,1463
2,BU00344901,BU00344901,13.13,1463
3,BU00344901,BU00344901,22.98,1463
4,BU00344901,BU00344901,29.63,1463
5,BU00344901,BU00344901,7.46,1463
1,BU00344902,BU00344902,27.56,1538
2,BU00344902,BU00344902,12.48,1538
3,BU00344902,BU00344902,23.15,1538
4,BU00344902,BU00344902,28.5,1538
5,BU00344902,BU00344902,8.31,1538
1,BU00344903,BU00344903,27.59,1542
2,BU00344903,BU00344903,11.85,1542
3,BU00344903,BU00344903,23.11,1542
4,BU00344903,BU00344903,29.22,1542
5,BU00344903,BU00344903,8.23,1542
1,BU00344904,BU00344904,27.99,1985
2,BU00344904,BU00344904,12.21,1985
3,BU00344904,BU00344904,23.43,1985
4,BU00344904,BU00344904,28.7,1985
5,BU00344904,BU00344904,7.67,1985
1,BU00345001,BU00345001,27.94,1618
2,BU00345001,BU00345001,12.05,1618
3,BU00345001,BU00345001,23.23,1618
4,BU00345001,BU00345001,29.41,1618
5,BU00345001,BU00345001,7.37,1618
1,BU00345002,BU00345002,27.26,350
2,BU00345002,BU00345002,12.11,350
3,BU00345002,BU00345002,22.93,350
4,BU00345002,BU00345002,29.44,350
5,BU00345002,BU00345002,8.26,350
1,BU00345101,BU00345101,26.76,1444
2,BU00345101,BU00345101,12.72,1444
3,BU00345101,BU00345101,22.83,1444
4,BU00345101,BU00345101,29.18,1444
5,BU00345101,BU00345101,8.51,1444
1,BU00345102,BU00345102,26.9,623
2,BU00345102,BU00345102,11.95,623
3,BU00345102,BU00345102,22.62,623
4,BU00345102,BU00345102,30.36,623
5,BU00345102,BU00345102,8.17,623
1,BU00345103,BU00345103,27.87,1141
2,BU00345103,BU00345103,12.64,1141
3,BU00345103,BU00345103,23.1,1141
4,BU00345103,BU00345103,28.34,1141
5,BU00345103,BU00345103,8.05,1141
1,BU00345104,BU00345104,26.48,983
2,BU00345104,BU00345104,12.59,983
3,BU00345104,BU00345104,23.02,983
4,BU00345104,BU00345104,29.7,983
5,BU00345104,BU00345104,8.21,983
1,BU00345105,BU00345105,26.9,2072
2,BU00345105,BU00345105,11.96,2072
3,BU00345105,BU00345105,23.28,2072
4,BU00345105,BU00345105,29.54,2072
5,BU00345105,BU00345105,8.32,2072
1,BU00345201,BU00345201,27.04,2335
2,BU00345201,BU00345201,12.62,2335
3,BU00345201,BU00345201,24.29,2335
4,BU00345201,BU00345201,28.27,2335
5,BU00345201,BU00345201,7.78,2335
1,BU00345202,BU00345202,27.42,687
2,BU00345202,BU00345202,12.4,687
3,BU00345202,BU00345202,23.03,687
4,BU00345202,BU00345202,29.11,687
5,BU00345202,BU00345202,8.04,687
1,BU00345203,BU00345203,26.95,2277
2,BU00345203,BU00345203,12.05,2277
3,BU00345203,BU00345203,23.7,2277
4,BU00345203,BU00345203,29.73,2277
5,BU00345203,BU00345203,7.57,2277
1,BU00345204,BU00345204,26.7,1826
2,BU00345204,BU00345204,12.21,1826
3,BU00345204,BU00345204,24.12,1826
4,BU00345204,BU00345204,29.07,1826
5,BU00345204,BU00345204,7.9,1826
1,BU00345205,BU00345205,27.59,1320
2,BU00345205,BU00345205,11.54,1320
3,BU00345205,BU00345205,23.35,1320
4,BU00345205,BU00345205,29.99,1320
5,BU00345205,BU00345205,7.53,1320
1,BU00345206,BU00345206,27.72,2288
2,BU00345206,BU00345206,11.71,2288
3,BU00345206,BU00345206,23.79,2288
4,BU00345206,BU00345206,28.72,2288
5,BU00345206,BU00345206,8.06,2288
1,BU00345207,BU00345207,27,1896
2,BU00345207,BU00345207,12.58,1896
3,BU00345207,BU00345207,23.47,1896
4,BU00345207,BU00345207,29.78,1896
5,BU00345207,BU00345207,7.17,1896
1,BU00345301,BU00345301,26.29,1321
2,BU00345301,BU00345301,12.68,1321
3,BU00345301,BU00345301,23.6,1321
4,BU00345301,BU00345301,29.77,1321
5,BU00345301,BU00345301,7.66,1321
1,BU00345302,BU00345302,26.24,2270
2,BU00345302,BU00345302,12.5,2270
3,BU00345302,BU00345302,23.44,2270
4,BU00345302,BU00345302,30.34,2270
5,BU00345302,BU00345302,7.48,2270
1,BU00345601,BU00345601,26.6,1941
2,BU00345601,BU00345601,11.74,1941
3,BU00345601,BU00345601,23.64,1941
4,BU00345601,BU00345601,30.61,1941
5,BU00345601,BU00345601,7.41,1941
1,BU00345602,BU00345602,27.1,1781
2,BU00345602,BU00345602,11.83,1781
3,BU00345602,BU00345602,24.15,1781
4,BU00345602,BU00345602,29.18,1781
5,BU00345602,BU00345602,7.74,1781
1,BU00345701,BU00345701,27.66,688
2,BU00345701,BU00345701,12.53,688
3,BU00345701,BU00345701,22.03,688
4,BU00345701,BU00345701,29.82,688
5,BU00345701,BU00345701,7.96,688
1,BU00345702,BU00345702,26.68,314
2,BU00345702,BU00345702,12.96,314
3,BU00345702,BU00345702,22.99,314
4,BU00345702,BU00345702,28.97,314
5,BU00345702,BU00345702,8.4,314
1,BU00345801,BU00345801,26.78,1278
2,BU00345801,BU00345801,12.79,1278
3,BU00345801,BU00345801,24.05,1278
4,BU00345801,BU00345801,28.62,1278
5,BU00345801,BU00345801,7.76,1278
1,BU00345902,BU00345902,26.3,1557
2,BU00345902,BU00345902,13.24,1557
3,BU00345902,BU00345902,23.51,1557
4,BU00345902,BU00345902,29.29,1557
5,BU00345902,BU00345902,7.66,1557
1,BU00346001,BU00346001,26.77,2139
2,BU00346001,BU00346001,12.26,2139
3,BU00346001,BU00346001,22.77,2139
4,BU00346001,BU00346001,30.05,2139
5,BU00346001,BU00346001,8.15,2139
1,BU00346101,BU00346101,26.55,1014
2,BU00346101,BU00346101,12.91,1014
3,BU00346101,BU00346101,22.2,1014
4,BU00346101,BU00346101,29.14,1014
5,BU00346101,BU00346101,9.2,1014
1,BU00346102,BU00346102,27.13,1619
2,BU00346102,BU00346102,13.39,1619
3,BU00346102,BU00346102,22.22,1619
4,BU00346102,BU00346102,29.04,1619
5,BU00346102,BU00346102,8.22,1619
1,BU00346103,BU00346103,28.2,935
2,BU00346103,BU00346103,12.54,935
3,BU00346103,BU00346103,21.81,935
4,BU00346103,BU00346103,29.11,935
5,BU00346103,BU00346103,8.34,935
1,BU00346201,BU00346201,27.04,1312
2,BU00346201,BU00346201,11.97,1312
3,BU00346201,BU00346201,22.92,1312
4,BU00346201,BU00346201,29.76,1312
5,BU00346201,BU00346201,8.31,1312
1,BU00346202,BU00346202,26.04,952
2,BU00346202,BU00346202,12.26,952
3,BU00346202,BU00346202,23.08,952
4,BU00346202,BU00346202,30.32,952
5,BU00346202,BU00346202,8.3,952
1,BU00346301,BU00346301,27.17,1719
2,BU00346301,BU00346301,11.73,1719
3,BU00346301,BU00346301,22.65,1719
4,BU00346301,BU00346301,29.47,1719
5,BU00346301,BU00346301,8.98,1719
1,BU00346302,BU00346302,28,752
2,BU00346302,BU00346302,12.37,752
3,BU00346302,BU00346302,21.89,752
4,BU00346302,BU00346302,29.43,752
5,BU00346302,BU00346302,8.31,752
1,BU00346303,BU00346303,26.84,385
2,BU00346303,BU00346303,12.32,385
3,BU00346303,BU00346303,22.85,385
4,BU00346303,BU00346303,29.48,385
5,BU00346303,BU00346303,8.51,385
1,BU00346304,BU00346304,26.62,1336
2,BU00346304,BU00346304,12.86,1336
3,BU00346304,BU00346304,21.62,1336
4,BU00346304,BU00346304,30.17,1336
5,BU00346304,BU00346304,8.73,1336
1,BU00346401,BU00346401,27.69,866
2,BU00346401,BU00346401,12.11,866
3,BU00346401,BU00346401,22.74,866
4,BU00346401,BU00346401,29.27,866
5,BU00346401,BU00346401,8.19,866
1,BU00346501,BU00346501,26.95,2260
2,BU00346501,BU00346501,11.98,2260
3,BU00346501,BU00346501,22.98,2260
4,BU00346501,BU00346501,29.79,2260
5,BU00346501,BU00346501,8.3,2260
1,BU00346601,BU00346601,26.72,500
2,BU00346601,BU00346601,12.87,500
3,BU00346601,BU00346601,21.59,500
4,BU00346601,BU00346601,29.97,500
5,BU00346601,BU00346601,8.85,500
1,BU00346602,BU00346602,27.04,2018
2,BU00346602,BU00346602,12.04,2018
3,BU00346602,BU00346602,22.03,2018
4,BU00346602,BU00346602,29.64,2018
5,BU00346602,BU00346602,9.25,2018
1,BU00347101,BU00347101,27.72,868
2,BU00347101,BU00347101,12.11,868
3,BU00347101,BU00347101,21.61,868
4,BU00347101,BU00347101,30.07,868
5,BU00347101,BU00347101,8.49,868
1,BU00347201,BU00347201,27.43,861
2,BU00347201,BU00347201,11.98,861
3,BU00347201,BU00347201,22.76,861
4,BU00347201,BU00347201,29.32,861
5,BU00347201,BU00347201,8.51,861
1,BU00347301,BU00347301,26.25,1675
2,BU00347301,BU00347301,11.89,1675
3,BU00347301,BU00347301,22.72,1675
4,BU00347301,BU00347301,30,1675
5,BU00347301,BU00347301,9.14,1675
1,BU00347401,BU00347401,27.49,2449
2,BU00347401,BU00347401,12.84,2449
3,BU00347401,BU00347401,22.33,2449
4,BU00347401,BU00347401,29.54,2449
5,BU00347401,BU00347401,7.8,2449
1,BU00347402,BU00347402,27.3,429
2,BU00347402,BU00347402,12.1,429
3,BU00347402,BU00347402,21.99,429
4,BU00347402,BU00347402,30.05,429
5,BU00347402,BU00347402,8.56,429
1,BU00347501,BU00347501,27.27,1838
2,BU00347501,BU00347501,12.34,1838
3,BU00347501,BU00347501,22.37,1838
4,BU00347501,BU00347501,29.31,1838
5,BU00347501,BU00347501,8.71,1838
1,BU00347502,BU00347502,26.89,2124
2,BU00347502,BU00347502,13.44,2124
3,BU00347502,BU00347502,23.06,2124
4,BU00347502,BU00347502,28.62,2124
5,BU00347502,BU00347502,7.99,2124
1,BU00347503,BU00347503,27.47,1663
2,BU00347503,BU00347503,13,1663
3,BU00347503,BU00347503,22.1,1663
4,BU00347503,BU00347503,29.03,1663
5,BU00347503,BU00347503,8.4,1663
1,BU00347504,BU00347504,26.19,2296
2,BU00347504,BU00347504,12.52,2296
3,BU00347504,BU00347504,23.47,2296
4,BU00347504,BU00347504,29.57,2296
5,BU00347504,BU00347504,8.25,2296
1,BU00347601,BU00347601,27.01,856
2,BU00347601,BU00347601,13.32,856
3,BU00347601,BU00347601,22.96,856
4,BU00347601,BU00347601,28.75,856
5,BU00347601,BU00347601,7.96,856
1,BU00347602,BU00347602,26.9,2142
2,BU00347602,BU00347602,12.86,2142
3,BU00347602,BU00347602,22.4,2142
4,BU00347602,BU00347602,29.21,2142
5,BU00347602,BU00347602,8.63,2142
1,BU00347603,BU00347603,26.94,711
2,BU00347603,BU00347603,13.48,711
3,BU00347603,BU00347603,22.44,711
4,BU00347603,BU00347603,29.02,711
5,BU00347603,BU00347603,8.12,711
1,BU00347604,BU00347604,26.6,945
2,BU00347604,BU00347604,13.06,945
3,BU00347604,BU00347604,22.63,945
4,BU00347604,BU00347604,29.86,945
5,BU00347604,BU00347604,7.85,945
1,BU00347702,BU00347702,27.79,2070
2,BU00347702,BU00347702,11.75,2070
3,BU00347702,BU00347702,23.19,2070
4,BU00347702,BU00347702,29.9,2070
5,BU00347702,BU00347702,7.37,2070
1,BU00347703,BU00347703,26.99,498
2,BU00347703,BU00347703,12.58,498
3,BU00347703,BU00347703,23.31,498
4,BU00347703,BU00347703,28.82,498
5,BU00347703,BU00347703,8.3,498
1,BU00347901,BU00347901,27.71,2306
2,BU00347901,BU00347901,12.21,2306
3,BU00347901,BU00347901,24.02,2306
4,BU00347901,BU00347901,28.68,2306
5,BU00347901,BU00347901,7.38,2306
1,BU00348501,BU00348501,26.76,769
2,BU00348501,BU00348501,13.01,769
3,BU00348501,BU00348501,23.13,769
4,BU00348501,BU00348501,29.56,769
5,BU00348501,BU00348501,7.54,769
1,BU00348502,BU00348502,27.26,552
2,BU00348502,BU00348502,11.93,552
3,BU00348502,BU00348502,22.92,552
4,BU00348502,BU00348502,29.5,552
5,BU00348502,BU00348502,8.39,552
1,BU00349615,BU00349615,27.54,2066
2,BU00349615,BU00349615,11.83,2066
3,BU00349615,BU00349615,23.25,2066
4,BU00349615,BU00349615,29.07,2066
5,BU00349615,BU00349615,8.31,2066
1,BU00370100,BU00370100,30.33,885
2,BU00370100,BU00370100,13.87,885
3,BU00370100,BU00370100,19.01,885
4,BU00370100,BU00370100,27.32,885
5,BU00370100,BU00370100,9.47,885
1,BU00370101,BU00370101,30.71,337
2,BU00370101,BU00370101,13.44,337
3,BU00370101,BU00370101,18.68,337
4,BU00370101,BU00370101,27.5,337
5,BU00370101,BU00370101,9.67,337
1,BU00370102,BU00370102,29.72,1734
2,BU00370102,BU00370102,13.39,1734
3,BU00370102,BU00370102,19.07,1734
4,BU00370102,BU00370102,28.12,1734
5,BU00370102,BU00370102,9.7,1734
1,BU00370103,BU00370103,29.14,2172
2,BU00370103,BU00370103,13.98,2172
3,BU00370103,BU00370103,19.74,2172
4,BU00370103,BU00370103,27.2,2172
5,BU00370103,BU00370103,9.94,2172
1,BU00370104,BU00370104,30.13,2408
2,BU00370104,BU00370104,12.39,2408
3,BU00370104,BU00370104,19.25,2408
4,BU00370104,BU00370104,27.99,2408
5,BU00370104,BU00370104,10.24,2408
1,BU00370105,BU00370105,29.69,2145
2,BU00370105,BU00370105,14.29,2145
3,BU00370105,BU00370105,19.02,2145
4,BU00370105,BU00370105,27.66,2145
5,BU00370105,BU00370105,9.34,2145
1,BU00370106,BU00370106,30.04,898
2,BU00370106,BU00370106,12.53,898
3,BU00370106,BU00370106,19.33,898
4,BU00370106,BU00370106,27.76,898
5,BU00370106,BU00370106,10.34,898
1,BU00370107,BU00370107,30.74,1341
2,BU00370107,BU00370107,13.51,1341
3,BU00370107,BU00370107,19.21,1341
4,BU00370107,BU00370107,27.27,1341
5,BU00370107,BU00370107,9.27,1341
1,BU00370108,BU00370108,29.37,1809
2,BU00370108,BU00370108,13.73,1809
3,BU00370108,BU00370108,18.2,1809
4,BU00370108,BU00370108,28.77,1809
5,BU00370108,BU00370108,9.93,1809
1,BU00370109,BU00370109,29.47,2062
2,BU00370109,BU00370109,12.63,2062
3,BU00370109,BU00370109,19.53,2062
4,BU00370109,BU00370109,27.88,2062
5,BU00370109,BU00370109,10.49,2062
1,BU00370110,BU00370110,30.01,522
2,BU00370110,BU00370110,12.89,522
3,BU00370110,BU00370110,19.82,522
4,BU00370110,BU00370110,27.68,522
5,BU00370110,BU00370110,9.6,522
1,BU00370111,BU00370111,30.25,2273
2,BU00370111,BU00370111,12.82,2273
3,BU00370111,BU00370111,19.51,2273
4,BU00370111,BU00370111,27.3,2273
5,BU00370111,BU00370111,10.12,2273
1,BU00370112,BU00370112,29.73,2185
2,BU00370112,BU00370112,13.14,2185
3,BU00370112,BU00370112,19.59,2185
4,BU00370112,BU00370112,27.96,2185
5,BU00370112,BU00370112,9.58,2185
1,BU00370200,BU00370200,29.99,2250
2,BU00370200,BU00370200,13.06,2250
3,BU00370200,BU00370200,18.45,2250
4,BU00370200,BU00370200,28.43,2250
5,BU00370200,BU00370200,10.07,2250
1,BU00370201,BU00370201,29.8,1177
2,BU00370201,BU00370201,13.39,1177
3,BU00370201,BU00370201,18.15,1177
4,BU00370201,BU00370201,28.31,1177
5,BU00370201,BU00370201,10.35,1177
1,BU00370202,BU00370202,29.72,890
2,BU00370202,BU00370202,13.1,890
3,BU00370202,BU00370202,19.49,890
4,BU00370202,BU00370202,27.78,890
5,BU00370202,BU00370202,9.91,890
1,BU00370203,BU00370203,29.73,2408
2,BU00370203,BU00370203,13.56,2408
3,BU00370203,BU00370203,19.27,2408
4,BU00370203,BU00370203,28.11,2408
5,BU00370203,BU00370203,9.33,2408
1,BU00370300,BU00370300,29.98,2158
2,BU00370300,BU00370300,12.54,2158
3,BU00370300,BU00370300,20.28,2158
4,BU00370300,BU00370300,27.15,2158
5,BU00370300,BU00370300,10.05,2158
1,BU00370301,BU00370301,29.44,2021
2,BU00370301,BU00370301,13.53,2021
3,BU00370301,BU00370301,19.95,2021
4,BU00370301,BU00370301,27.56,2021
5,BU00370301,BU00370301,9.52,2021
1,BU00370308,BU00370308,29.54,1732
2,BU00370308,BU00370308,12.6,1732
3,BU00370308,BU00370308,20.47,1732
4,BU00370308,BU00370308,28.27,1732
5,BU00370308,BU00370308,9.12,1732
1,BU00370309,BU00370309,29.96,1575
2,BU00370309,BU00370309,13.02,1575
3,BU00370309,BU00370309,18.92,1575
4,BU00370309,BU00370309,28.77,1575
5,BU00370309,BU00370309,9.33,1575
1,BU00370400,BU00370400,28.92,1119
2,BU00370400,BU00370400,13.57,1119
3,BU00370400,BU00370400,19.45,1119
4,BU00370400,BU00370400,28.97,1119
5,BU00370400,BU00370400,9.09,1119
1,BU00370402,BU00370402,30.08,764
2,BU00370402,BU00370402,12.71,764
3,BU00370402,BU00370402,19.84,764
4,BU00370402,BU00370402,28.18,764
5,BU00370402,BU00370402,9.19,764
1,BU00370409,BU00370409,30.17,1775
2,BU00370409,BU00370409,12.57,1775
3,BU00370409,BU00370409,19.74,1775
4,BU00370409,BU00370409,28,1775
5,BU00370409,BU00370409,9.52,1775
1,BU00370500,BU00370500,31.04,953
2,BU00370500,BU00370500,12.87,953
3,BU00370500,BU00370500,19.12,953
4,BU00370500,BU00370500,27.12,953
5,BU00370500,BU00370500,9.85,953
1,BU00370509,BU00370509,30.82,1311
2,BU00370509,BU00370509,13.28,1311
3,BU00370509,BU00370509,18.38,1311
4,BU00370509,BU00370509,27.57,1311
5,BU00370509,BU00370509,9.95,1311
1,BU00470000,BU00470000,28.87,2220
2,BU00470000,BU00470000,12.96,2220
3,BU00470000,BU00470000,18.52,2220
4,BU00470000,BU00470000,29.23,2220
5,BU00470000,BU00470000,10.42,2220
1,BU00470001,BU00470001,29.55,1500
2,BU00470001,BU00470001,13.69,1500
3,BU00470001,BU00470001,18.87,1500
4,BU00470001,BU00470001,28.02,1500
5,BU00470001,BU00470001,9.87,1500
1,BU00470002,BU00470002,29.06,700
2,BU00470002,BU00470002,12.58,700
3,BU00470002,BU00470002,19.88,700
4,BU00470002,BU00470002,28.56,700
5,BU00470002,BU00470002,9.92,700
1,BU00470003,BU00470003,28.94,2412
2,BU00470003,BU00470003,13.58,2412
3,BU00470003,BU00470003,19.38,2412
4,BU00470003,BU00470003,28.19,2412
5,BU00470003,BU00470003,9.91,2412
1,BU00470004,BU00470004,30.06,2229
2,BU00470004,BU00470004,12.84,2229
3,BU00470004,BU00470004,18.37,2229
4,BU00470004,BU00470004,28.83,2229
5,BU00470004,BU00470004,9.9,2229
1,BU00470005,BU00470005,28.51,1870
2,BU00470005,BU00470005,13.55,1870
3,BU00470005,BU00470005,19.4,1870
4,BU00470005,BU00470005,28.19,1870
